gene,genotype,experiment,value,measure
cd81a,control,expt2,46.5,droplet_count
cd81a,control,expt2,31.5,droplet_count
cd81a,control,expt2,88.5,droplet_count
cd81a,control,expt2,5.0,droplet_count
cd81a,control,expt2,1.0,droplet_count
cd81a,control,expt2,1.0,droplet_count
cd81a,control,expt2,1.0,droplet_count
cd81a,mutant,expt1,1.0,droplet_count
cd81a,mutant,expt1,20.5,droplet_count
cd81a,mutant,expt1,91.0,droplet_count
cd81a,mutant,expt1,32.0,droplet_count
cd81a,mutant,expt1,78.0,droplet_count
cd81a,mutant,expt1,59.0,droplet_count
cd81a,mutant,expt1,1.0,droplet_count
cd81a,mutant,expt1,6.5,droplet_count
cd81a,mutant,expt1,14.5,droplet_count
cd81a,mutant,expt1,10.5,droplet_count
cd81a,mutant,expt1,67.0,droplet_count
cd81a,mutant,expt1,7.5,droplet_count
cd81a,mutant,expt1,44.0,droplet_count
cd81a,mutant,expt2,22.0,droplet_count
cd81a,mutant,expt2,71.5,droplet_count
cd81a,mutant,expt2,36.5,droplet_count
cd81a,mutant,expt2,53.0,droplet_count
cd81a,mutant,expt2,19.5,droplet_count
cd81a,mutant,expt2,1.5,droplet_count
cd81a,mutant,expt2,10.5,droplet_count
cd81a,mutant,expt2,1.5,droplet_count
cd81a,mutant,expt2,20.0,droplet_count
cd81a,mutant,expt2,10.5,droplet_count
cd81a,mutant,expt2,69.0,droplet_count
cd81a,mutant,expt2,15.5,droplet_count
cd81a,mutant,expt2,63.5,droplet_count
cxcl14,control,expt1,28.5,droplet_count
cxcl14,control,expt1,74.0,droplet_count
cxcl14,control,expt1,110.5,droplet_count
cxcl14,control,expt1,21.5,droplet_count
cxcl14,control,expt1,83.5,droplet_count
cxcl14,control,expt1,31.5,droplet_count
cxcl14,control,expt1,28.0,droplet_count
cxcl14,control,expt1,42.5,droplet_count
cxcl14,control,expt1,46.5,droplet_count
cxcl14,control,expt1,42.5,droplet_count
cxcl14,control,expt1,68.0,droplet_count
cxcl14,control,expt1,54.0,droplet_count
cxcl14,control,expt1,9.5,droplet_count
cxcl14,control,expt1,11.5,droplet_count
cxcl14,control,expt2,135.5,droplet_count
cxcl14,control,expt2,1.5,droplet_count
cxcl14,control,expt2,40.5,droplet_count
cxcl14,control,expt2,1.0,droplet_count
cxcl14,control,expt2,42.5,droplet_count
cxcl14,control,expt2,152.5,droplet_count
cxcl14,control,expt2,127.0,droplet_count
cxcl14,control,expt2,116.0,droplet_count
cxcl14,control,expt2,81.0,droplet_count
cxcl14,control,expt2,135.0,droplet_count
cxcl14,control,expt2,79.5,droplet_count
cxcl14,control,expt2,98.0,droplet_count
cxcl14,control,expt2,105.0,droplet_count
cxcl14,mutant,expt1,69.0,droplet_count
cxcl14,mutant,expt1,108.5,droplet_count
cxcl14,mutant,expt1,94.5,droplet_count
cxcl14,mutant,expt1,75.0,droplet_count
cxcl14,mutant,expt1,31.0,droplet_count
cxcl14,mutant,expt1,77.0,droplet_count
cxcl14,mutant,expt1,44.0,droplet_count
cxcl14,mutant,expt1,50.0,droplet_count
cxcl14,mutant,expt1,102.0,droplet_count
cxcl14,mutant,expt1,89.5,droplet_count
cxcl14,mutant,expt1,87.0,droplet_count
cxcl14,mutant,expt2,26.5,droplet_count
cxcl14,mutant,expt2,49.0,droplet_count
cxcl14,mutant,expt2,135.0,droplet_count
cxcl14,mutant,expt2,54.0,droplet_count
cxcl14,mutant,expt2,82.5,droplet_count
cxcl14,mutant,expt2,67.5,droplet_count
cxcl14,mutant,expt2,31.5,droplet_count
cxcl14,mutant,expt2,60.0,droplet_count
cxcl14,mutant,expt2,76.0,droplet_count
cxcl14,mutant,expt2,1.0,droplet_count
cxcl14,mutant,expt2,111.0,droplet_count
cxcl14,mutant,expt2,56.0,droplet_count
cxcl14,mutant,expt2,99.0,droplet_count
foxp1b,mutant,expt2,1.5,droplet_count
foxp1b,mutant,expt2,44.5,droplet_count
foxp1b,mutant,expt2,34.5,droplet_count
foxp1b,mutant,expt2,46.0,droplet_count
foxp1b,mutant,expt2,44.0,droplet_count
foxp1b,mutant,expt2,41.0,droplet_count
foxp1b,mutant,expt2,70.0,droplet_count
foxp1b,mutant,expt2,55.0,droplet_count
foxp1b,mutant,expt2,54.5,droplet_count
foxp1b,mutant,expt2,61.0,droplet_count
foxp1b,mutant,expt2,52.0,droplet_count
foxp1b,mutant,expt2,15.0,droplet_count
foxp1b,mutant,expt2,74.5,droplet_count
foxp1b,mutant,expt2,2.0,droplet_count
foxp1b,mutant,expt2,20.5,droplet_count
foxp1b,mutant,expt2,23.5,droplet_count
foxp1b,mutant,expt2,11.0,droplet_count
foxp1b,mutant,expt2,31.5,droplet_count
foxp1b,mutant,expt2,51.0,droplet_count
foxp1b,mutant,expt2,55.0,droplet_count
prrx1b,mutant,expt1,31.0,droplet_count
prrx1b,mutant,expt1,61.5,droplet_count
prrx1b,mutant,expt1,1.5,droplet_count
prrx1b,mutant,expt1,58.5,droplet_count
prrx1b,mutant,expt1,45.0,droplet_count
prrx1b,mutant,expt1,38.5,droplet_count
prrx1b,mutant,expt1,43.5,droplet_count
prrx1b,mutant,expt1,67.0,droplet_count
prrx1b,mutant,expt1,53.0,droplet_count
prrx1b,mutant,expt1,102.0,droplet_count
prrx1b,mutant,expt1,74.0,droplet_count
prrx1b,mutant,expt1,36.0,droplet_count
prrx1b,mutant,expt1,67.5,droplet_count
prrx1b,mutant,expt1,54.0,droplet_count
prrx1b,mutant,expt1,22.0,droplet_count
prrx1b,mutant,expt1,54.5,droplet_count
prrx1b,mutant,expt1,38.5,droplet_count
prrx1b,mutant,expt1,89.5,droplet_count
prrx1b,mutant,expt1,11.5,droplet_count
prrx1b,mutant,expt1,77.5,droplet_count
prrx1b,mutant,expt1,58.5,droplet_count
prrx1b,mutant,expt1,137.0,droplet_count
prrx1b,mutant,expt1,34.0,droplet_count
prrx1b,mutant,expt1,77.5,droplet_count
prrx1b,mutant,expt1,7.5,droplet_count
prrx1b,mutant,expt1,91.5,droplet_count
prrx1b,mutant,expt1,46.5,droplet_count
prrx1b,mutant,expt1,25.0,droplet_count
prrx1b,mutant,expt1,1.0,droplet_count
foxp1b,mutant,expt1,1.5,droplet_count
foxp1b,mutant,expt1,32.5,droplet_count
foxp1b,mutant,expt1,57.0,droplet_count
foxp1b,mutant,expt1,72.5,droplet_count
foxp1b,mutant,expt1,37.0,droplet_count
foxp1b,mutant,expt1,42.5,droplet_count
foxp1b,mutant,expt1,38.0,droplet_count
foxp1b,mutant,expt1,49.0,droplet_count
foxp1b,mutant,expt1,66.5,droplet_count
foxp1b,mutant,expt1,39.0,droplet_count
foxp1b,mutant,expt1,19.0,droplet_count
foxp1b,mutant,expt1,1.0,droplet_count
foxp1b,mutant,expt1,81.0,droplet_count
foxp1b,mutant,expt1,62.5,droplet_count
foxp1b,mutant,expt1,20.0,droplet_count
foxp1b,mutant,expt1,137.5,droplet_count
foxp1b,mutant,expt1,97.5,droplet_count
foxp1b,mutant,expt1,98.5,droplet_count
foxp1b,mutant,expt1,29.5,droplet_count
foxp1b,mutant,expt1,37.0,droplet_count
foxp1b,mutant,expt1,76.0,droplet_count
foxp1b,mutant,expt1,45.5,droplet_count
foxp1b,mutant,expt1,53.0,droplet_count
foxp1b,mutant,expt1,73.5,droplet_count
foxp1b,mutant,expt1,80.0,droplet_count
kazna,control,expt2,1.5,droplet_count
kazna,control,expt2,3.5,droplet_count
kazna,control,expt2,5.5,droplet_count
kazna,control,expt2,13.5,droplet_count
kazna,control,expt2,15.0,droplet_count
kazna,control,expt2,30.5,droplet_count
kazna,control,expt2,33.5,droplet_count
kazna,control,expt2,24.0,droplet_count
kazna,control,expt2,17.5,droplet_count
kazna,control,expt2,70.0,droplet_count
kazna,control,expt2,79.5,droplet_count
kazna,control,expt2,54.5,droplet_count
kazna,control,expt2,1.0,droplet_count
kazna,control,expt2,1.5,droplet_count
kazna,control,expt2,4.5,droplet_count
kazna,control,expt2,6.0,droplet_count
kazna,control,expt2,1.5,droplet_count
kazna,control,expt2,4.5,droplet_count
kazna,mutant,expt1,47.5,droplet_count
kazna,mutant,expt1,72.5,droplet_count
kazna,mutant,expt1,63.5,droplet_count
kazna,mutant,expt1,67.0,droplet_count
kazna,mutant,expt1,2.5,droplet_count
kazna,mutant,expt1,13.5,droplet_count
kazna,mutant,expt1,2.0,droplet_count
kazna,mutant,expt1,47.5,droplet_count
kazna,mutant,expt1,61.0,droplet_count
kazna,mutant,expt1,38.5,droplet_count
kazna,mutant,expt1,38.5,droplet_count
kazna,mutant,expt1,46.0,droplet_count
kazna,mutant,expt2,40.5,droplet_count
kazna,mutant,expt2,31.5,droplet_count
kazna,mutant,expt2,56.0,droplet_count
kazna,mutant,expt2,53.5,droplet_count
kazna,mutant,expt2,64.5,droplet_count
kazna,mutant,expt2,64.5,droplet_count
kazna,mutant,expt2,12.5,droplet_count
kazna,mutant,expt2,17.0,droplet_count
kazna,mutant,expt2,21.5,droplet_count
kazna,mutant,expt2,31.0,droplet_count
kazna,mutant,expt2,25.0,droplet_count
lrmda,control,expt1,28.5,droplet_count
lrmda,control,expt1,74.0,droplet_count
lrmda,control,expt1,110.5,droplet_count
lrmda,control,expt1,21.5,droplet_count
lrmda,control,expt1,83.5,droplet_count
lrmda,control,expt1,31.5,droplet_count
lrmda,control,expt1,28.0,droplet_count
lrmda,control,expt1,42.5,droplet_count
lrmda,control,expt1,46.5,droplet_count
lrmda,control,expt1,42.5,droplet_count
lrmda,control,expt1,68.0,droplet_count
lrmda,control,expt1,54.0,droplet_count
lrmda,control,expt1,9.5,droplet_count
lrmda,control,expt1,11.5,droplet_count
lrmda,control,expt2,135.5,droplet_count
lrmda,control,expt2,1.5,droplet_count
lrmda,control,expt2,40.5,droplet_count
lrmda,control,expt2,1.0,droplet_count
lrmda,control,expt2,42.5,droplet_count
lrmda,control,expt2,152.5,droplet_count
lrmda,control,expt2,127.0,droplet_count
lrmda,control,expt2,116.0,droplet_count
lrmda,control,expt2,81.0,droplet_count
lrmda,control,expt2,135.0,droplet_count
lrmda,control,expt2,79.5,droplet_count
lrmda,control,expt2,98.0,droplet_count
lrmda,control,expt2,105.0,droplet_count
lrmda,mutant,expt1,36.0,droplet_count
lrmda,mutant,expt1,65.0,droplet_count
lrmda,mutant,expt1,33.0,droplet_count
lrmda,mutant,expt1,42.5,droplet_count
lrmda,mutant,expt1,42.0,droplet_count
lrmda,mutant,expt1,91.5,droplet_count
lrmda,mutant,expt1,113.5,droplet_count
lrmda,mutant,expt1,167.0,droplet_count
lrmda,mutant,expt1,143.0,droplet_count
lrmda,mutant,expt2,160.5,droplet_count
lrmda,mutant,expt2,8.5,droplet_count
lrmda,mutant,expt2,3.0,droplet_count
lrmda,mutant,expt2,4.0,droplet_count
lrmda,mutant,expt2,24.5,droplet_count
lrmda,mutant,expt2,76.5,droplet_count
lrmda,mutant,expt2,92.0,droplet_count
lrmda,mutant,expt2,116.5,droplet_count
lrmda,mutant,expt2,115.5,droplet_count
lrmda,mutant,expt2,56.0,droplet_count
lrmda,mutant,expt2,22.5,droplet_count
lrmda,mutant,expt2,41.5,droplet_count
lrmda,mutant,expt2,27.5,droplet_count
mmp14b,control,expt1,50.5,droplet_count
mmp14b,control,expt1,31.0,droplet_count
mmp14b,control,expt1,50.5,droplet_count
mmp14b,control,expt1,67.5,droplet_count
mmp14b,control,expt1,67.5,droplet_count
mmp14b,control,expt1,84.0,droplet_count
mmp14b,control,expt1,100.5,droplet_count
mmp14b,control,expt1,122.0,droplet_count
mmp14b,control,expt1,2.0,droplet_count
mmp14b,control,expt1,9.0,droplet_count
mmp14b,control,expt1,1.0,droplet_count
mmp14b,control,expt1,7.0,droplet_count
mmp14b,control,expt1,45.0,droplet_count
mmp14b,control,expt1,43.5,droplet_count
mmp14b,control,expt1,38.5,droplet_count
mmp14b,control,expt1,32.0,droplet_count
mmp14b,control,expt2,46.0,droplet_count
mmp14b,control,expt2,35.0,droplet_count
mmp14b,control,expt2,48.5,droplet_count
mmp14b,control,expt2,79.0,droplet_count
mmp14b,control,expt2,28.5,droplet_count
mmp14b,control,expt2,57.0,droplet_count
mmp14b,control,expt2,109.5,droplet_count
mmp14b,control,expt2,92.5,droplet_count
mmp14b,control,expt2,42.5,droplet_count
mmp14b,control,expt2,77.0,droplet_count
mmp14b,control,expt2,2.0,droplet_count
mmp14b,control,expt2,4.0,droplet_count
mmp14b,control,expt2,7.0,droplet_count
mmp14b,control,expt2,2.5,droplet_count
mmp14b,control,expt2,13.0,droplet_count
mmp14b,control,expt2,15.5,droplet_count
mmp14b,control,expt2,27.0,droplet_count
mmp14b,control,expt2,54.5,droplet_count
mmp14b,mutant,expt1,1.5,droplet_count
mmp14b,mutant,expt1,41.0,droplet_count
mmp14b,mutant,expt1,64.5,droplet_count
mmp14b,mutant,expt1,66.5,droplet_count
mmp14b,mutant,expt1,60.0,droplet_count
mmp14b,mutant,expt1,91.0,droplet_count
mmp14b,mutant,expt1,71.5,droplet_count
mmp14b,mutant,expt1,70.5,droplet_count
mmp14b,mutant,expt1,18.0,droplet_count
mmp14b,mutant,expt1,4.5,droplet_count
mmp14b,mutant,expt1,8.0,droplet_count
mmp14b,mutant,expt1,58.5,droplet_count
mmp14b,mutant,expt1,16.5,droplet_count
mmp14b,mutant,expt1,35.0,droplet_count
mmp14b,mutant,expt1,70.0,droplet_count
mmp14b,mutant,expt1,80.0,droplet_count
mmp14b,mutant,expt2,44.0,droplet_count
mmp14b,mutant,expt2,47.0,droplet_count
mmp14b,mutant,expt2,37.5,droplet_count
mmp14b,mutant,expt2,81.5,droplet_count
mmp14b,mutant,expt2,53.5,droplet_count
mmp14b,mutant,expt2,73.5,droplet_count
mmp14b,mutant,expt2,1.0,droplet_count
mmp14b,mutant,expt2,2.0,droplet_count
mmp14b,mutant,expt2,26.5,droplet_count
mmp14b,mutant,expt2,61.5,droplet_count
mmp14b,mutant,expt2,21.5,droplet_count
mmp14b,mutant,expt2,34.0,droplet_count
mmp14b,mutant,expt2,46.0,droplet_count
mmp14b,mutant,expt2,55.5,droplet_count
nav3,control,expt2,1.5,droplet_count
nav3,control,expt2,3.5,droplet_count
nav3,control,expt2,5.5,droplet_count
nav3,control,expt2,13.5,droplet_count
nav3,control,expt2,15.0,droplet_count
nav3,control,expt2,30.5,droplet_count
nav3,control,expt2,33.5,droplet_count
nav3,control,expt2,24.0,droplet_count
nav3,control,expt2,17.5,droplet_count
nav3,control,expt2,70.0,droplet_count
nav3,control,expt2,79.5,droplet_count
nav3,control,expt2,54.5,droplet_count
nav3,control,expt2,1.0,droplet_count
nav3,control,expt2,1.5,droplet_count
nav3,control,expt2,4.5,droplet_count
nav3,control,expt2,6.0,droplet_count
nav3,control,expt2,1.5,droplet_count
nav3,control,expt2,4.5,droplet_count
nav3,mutant,expt1,1.5,droplet_count
nav3,mutant,expt1,70.5,droplet_count
nav3,mutant,expt1,37.5,droplet_count
nav3,mutant,expt1,63.5,droplet_count
nav3,mutant,expt1,62.5,droplet_count
nav3,mutant,expt1,3.0,droplet_count
nav3,mutant,expt1,13.0,droplet_count
nav3,mutant,expt1,21.0,droplet_count
nav3,mutant,expt1,18.0,droplet_count
nav3,mutant,expt1,44.5,droplet_count
nav3,mutant,expt1,43.0,droplet_count
nav3,mutant,expt1,27.5,droplet_count
nav3,mutant,expt1,18.0,droplet_count
nav3,mutant,expt2,1.0,droplet_count
nav3,mutant,expt2,48.5,droplet_count
nav3,mutant,expt2,50.0,droplet_count
nav3,mutant,expt2,21.0,droplet_count
nav3,mutant,expt2,51.5,droplet_count
nav3,mutant,expt2,77.5,droplet_count
nav3,mutant,expt2,41.0,droplet_count
nav3,mutant,expt2,1.0,droplet_count
nav3,mutant,expt2,5.0,droplet_count
nav3,mutant,expt2,14.0,droplet_count
nav3,mutant,expt2,30.0,droplet_count
nav3,mutant,expt2,9.0,droplet_count
nav3,mutant,expt2,11.0,droplet_count
nav3,mutant,expt2,19.0,droplet_count
nav3,mutant,expt2,40.5,droplet_count
pard3ab,control,expt2,1.5,droplet_count
pard3ab,control,expt2,3.5,droplet_count
pard3ab,control,expt2,5.5,droplet_count
pard3ab,control,expt2,13.5,droplet_count
pard3ab,control,expt2,15.0,droplet_count
pard3ab,control,expt2,30.5,droplet_count
pard3ab,control,expt2,33.5,droplet_count
pard3ab,control,expt2,24.0,droplet_count
pard3ab,control,expt2,17.5,droplet_count
pard3ab,control,expt2,70.0,droplet_count
pard3ab,control,expt2,79.5,droplet_count
pard3ab,control,expt2,54.5,droplet_count
pard3ab,control,expt2,1.0,droplet_count
pard3ab,control,expt2,1.5,droplet_count
pard3ab,control,expt2,4.5,droplet_count
pard3ab,control,expt2,6.0,droplet_count
pard3ab,control,expt2,1.5,droplet_count
pard3ab,control,expt2,4.5,droplet_count
pard3ab,mutant,expt1,17.5,droplet_count
pard3ab,mutant,expt1,13.0,droplet_count
pard3ab,mutant,expt1,21.0,droplet_count
pard3ab,mutant,expt1,46.0,droplet_count
pard3ab,mutant,expt1,26.5,droplet_count
pard3ab,mutant,expt1,43.5,droplet_count
pard3ab,mutant,expt1,37.5,droplet_count
pard3ab,mutant,expt1,64.0,droplet_count
pard3ab,mutant,expt1,46.5,droplet_count
pard3ab,mutant,expt1,41.0,droplet_count
pard3ab,mutant,expt1,35.5,droplet_count
pard3ab,mutant,expt1,1.0,droplet_count
pard3ab,mutant,expt1,1.5,droplet_count
pard3ab,mutant,expt1,3.0,droplet_count
pard3ab,mutant,expt1,8.5,droplet_count
pard3ab,mutant,expt1,12.5,droplet_count
pard3ab,mutant,expt2,2.0,droplet_count
pard3ab,mutant,expt2,20.5,droplet_count
pard3ab,mutant,expt2,44.0,droplet_count
pard3ab,mutant,expt2,33.0,droplet_count
pard3ab,mutant,expt2,46.0,droplet_count
pard3ab,mutant,expt2,48.0,droplet_count
pard3ab,mutant,expt2,91.0,droplet_count
pard3ab,mutant,expt2,64.5,droplet_count
pard3ab,mutant,expt2,1.5,droplet_count
pard3ab,mutant,expt2,2.5,droplet_count
pard3ab,mutant,expt2,3.0,droplet_count
pard3ab,mutant,expt2,3.0,droplet_count
pard3ab,mutant,expt2,25.5,droplet_count
pard3ab,mutant,expt2,28.5,droplet_count
pard3ab,mutant,expt2,27.0,droplet_count
pard3ab,mutant,expt2,20.5,droplet_count
pid1,control,expt1,28.5,droplet_count
pid1,control,expt1,74.0,droplet_count
pid1,control,expt1,110.5,droplet_count
pid1,control,expt1,21.5,droplet_count
pid1,control,expt1,83.5,droplet_count
pid1,control,expt1,31.5,droplet_count
pid1,control,expt1,28.0,droplet_count
pid1,control,expt1,42.5,droplet_count
pid1,control,expt1,46.5,droplet_count
pid1,control,expt1,42.5,droplet_count
pid1,control,expt1,68.0,droplet_count
pid1,control,expt1,54.0,droplet_count
pid1,control,expt1,9.5,droplet_count
pid1,control,expt1,11.5,droplet_count
pid1,control,expt2,135.5,droplet_count
pid1,control,expt2,1.5,droplet_count
pid1,control,expt2,40.5,droplet_count
pid1,control,expt2,1.0,droplet_count
pid1,control,expt2,42.5,droplet_count
pid1,control,expt2,152.5,droplet_count
pid1,control,expt2,127.0,droplet_count
pid1,control,expt2,116.0,droplet_count
pid1,control,expt2,81.0,droplet_count
pid1,control,expt2,135.0,droplet_count
pid1,control,expt2,79.5,droplet_count
pid1,control,expt2,98.0,droplet_count
pid1,control,expt2,105.0,droplet_count
pid1,mutant,expt1,102.0,droplet_count
pid1,mutant,expt1,81.0,droplet_count
pid1,mutant,expt1,53.0,droplet_count
pid1,mutant,expt1,74.5,droplet_count
pid1,mutant,expt1,12.5,droplet_count
pid1,mutant,expt1,31.0,droplet_count
pid1,mutant,expt1,6.5,droplet_count
pid1,mutant,expt1,42.0,droplet_count
pid1,mutant,expt1,44.5,droplet_count
pid1,mutant,expt1,92.0,droplet_count
pid1,mutant,expt1,103.5,droplet_count
pid1,mutant,expt1,105.0,droplet_count
pid1,mutant,expt2,83.5,droplet_count
pid1,mutant,expt2,53.0,droplet_count
pid1,mutant,expt2,22.0,droplet_count
pid1,mutant,expt2,27.0,droplet_count
pid1,mutant,expt2,3.0,droplet_count
pid1,mutant,expt2,2.0,droplet_count
pid1,mutant,expt2,85.0,droplet_count
pid1,mutant,expt2,69.0,droplet_count
pid1,mutant,expt2,76.0,droplet_count
pid1,mutant,expt2,157.0,droplet_count
pid1,mutant,expt2,103.5,droplet_count
pid1,mutant,expt2,37.0,droplet_count
pid1,mutant,expt2,40.5,droplet_count
pid1,mutant,expt2,38.5,droplet_count
prrx1b,control,expt1,4.5,droplet_count
prrx1b,control,expt1,45.0,droplet_count
prrx1b,control,expt1,59.0,droplet_count
prrx1b,control,expt1,28.0,droplet_count
prrx1b,control,expt1,69.5,droplet_count
prrx1b,control,expt1,45.0,droplet_count
prrx1b,control,expt1,35.5,droplet_count
prrx1b,control,expt1,18.0,droplet_count
prrx1b,control,expt1,47.5,droplet_count
prrx1b,control,expt1,43.5,droplet_count
prrx1b,control,expt1,43.0,droplet_count
prrx1b,control,expt1,64.0,droplet_count
prrx1b,control,expt1,53.5,droplet_count
prrx1b,control,expt1,74.0,droplet_count
prrx1b,control,expt1,94.0,droplet_count
prrx1b,control,expt1,20.5,droplet_count
prrx1b,control,expt1,39.5,droplet_count
prrx1b,control,expt1,57.5,droplet_count
prrx1b,control,expt1,49.0,droplet_count
prrx1b,control,expt1,71.0,droplet_count
prrx1b,control,expt1,48.0,droplet_count
prrx1b,control,expt1,1.0,droplet_count
prrx1b,control,expt1,69.5,droplet_count
prrx1b,control,expt1,57.5,droplet_count
prrx1b,control,expt1,71.0,droplet_count
prrx1b,control,expt1,23.0,droplet_count
prrx1b,control,expt1,63.5,droplet_count
prrx1b,control,expt1,101.0,droplet_count
prrx1b,control,expt1,97.5,droplet_count
prrx1b,control,expt2,34.5,droplet_count
prrx1b,control,expt2,138.5,droplet_count
prrx1b,control,expt2,134.5,droplet_count
prrx1b,control,expt2,82.0,droplet_count
prrx1b,control,expt2,42.5,droplet_count
prrx1b,control,expt2,53.5,droplet_count
prrx1b,control,expt2,110.0,droplet_count
prrx1b,control,expt2,55.0,droplet_count
prrx1b,control,expt2,51.5,droplet_count
prrx1b,control,expt2,44.0,droplet_count
prrx1b,control,expt2,18.5,droplet_count
prrx1b,control,expt2,44.5,droplet_count
prrx1b,control,expt2,23.5,droplet_count
prrx1b,control,expt2,39.5,droplet_count
prrx1b,control,expt2,34.0,droplet_count
prrx1b,control,expt2,36.5,droplet_count
prrx1b,control,expt2,41.5,droplet_count
prrx1b,control,expt2,20.5,droplet_count
prrx1b,control,expt2,11.5,droplet_count
prrx1b,control,expt2,18.0,droplet_count
prrx1b,control,expt2,1.5,droplet_count
prrx1b,control,expt2,1.5,droplet_count
prrx1b,control,expt2,57.5,droplet_count
prrx1b,control,expt3,72.0,droplet_count
prrx1b,control,expt3,42.5,droplet_count
prrx1b,control,expt3,61.0,droplet_count
prrx1b,control,expt3,80.0,droplet_count
prrx1b,control,expt3,46.0,droplet_count
prrx1b,control,expt3,1.5,droplet_count
prrx1b,control,expt3,31.0,droplet_count
prrx1b,control,expt3,23.0,droplet_count
prrx1b,control,expt3,12.0,droplet_count
prrx1b,control,expt3,18.0,droplet_count
prrx1b,control,expt3,26.0,droplet_count
prrx1b,control,expt3,17.5,droplet_count
prrx1b,control,expt3,37.0,droplet_count
prrx1b,mutant,expt2,64.5,droplet_count
prrx1b,mutant,expt2,48.5,droplet_count
prrx1b,mutant,expt2,120.5,droplet_count
prrx1b,mutant,expt2,58.0,droplet_count
prrx1b,mutant,expt2,56.5,droplet_count
prrx1b,mutant,expt2,48.5,droplet_count
prrx1b,mutant,expt2,174.0,droplet_count
prrx1b,mutant,expt2,93.5,droplet_count
prrx1b,mutant,expt2,56.0,droplet_count
prrx1b,mutant,expt2,108.0,droplet_count
prrx1b,mutant,expt2,2.0,droplet_count
prrx1b,mutant,expt2,68.0,droplet_count
prrx1b,mutant,expt2,62.5,droplet_count
prrx1b,mutant,expt2,63.0,droplet_count
prrx1b,mutant,expt2,47.0,droplet_count
prrx1b,mutant,expt2,3.0,droplet_count
prrx1b,mutant,expt2,55.5,droplet_count
prrx1b,mutant,expt2,6.0,droplet_count
prrx1b,mutant,expt2,86.5,droplet_count
prrx1b,mutant,expt2,22.0,droplet_count
prrx1b,mutant,expt2,115.5,droplet_count
prrx1b,mutant,expt2,38.5,droplet_count
prrx1b,mutant,expt3,21.0,droplet_count
prrx1b,mutant,expt3,77.0,droplet_count
prrx1b,mutant,expt3,53.5,droplet_count
prrx1b,mutant,expt3,64.5,droplet_count
prrx1b,mutant,expt3,82.0,droplet_count
prrx1b,mutant,expt3,44.0,droplet_count
prrx1b,mutant,expt3,130.5,droplet_count
prrx1b,mutant,expt3,82.5,droplet_count
prrx1b,mutant,expt3,104.5,droplet_count
ptenb,control,expt1,28.5,droplet_count
ptenb,control,expt1,74.0,droplet_count
ptenb,control,expt1,110.5,droplet_count
ptenb,control,expt1,21.5,droplet_count
ptenb,control,expt1,83.5,droplet_count
ptenb,control,expt1,31.5,droplet_count
ptenb,control,expt1,28.0,droplet_count
ptenb,control,expt1,42.5,droplet_count
ptenb,control,expt1,46.5,droplet_count
ptenb,control,expt1,42.5,droplet_count
ptenb,control,expt1,68.0,droplet_count
ptenb,control,expt1,54.0,droplet_count
ptenb,control,expt1,9.5,droplet_count
ptenb,control,expt1,11.5,droplet_count
ptenb,control,expt2,135.5,droplet_count
ptenb,control,expt2,1.5,droplet_count
ptenb,control,expt2,40.5,droplet_count
ptenb,control,expt2,1.0,droplet_count
ptenb,control,expt2,42.5,droplet_count
ptenb,control,expt2,152.5,droplet_count
ptenb,control,expt2,127.0,droplet_count
ptenb,control,expt2,116.0,droplet_count
ptenb,control,expt2,81.0,droplet_count
ptenb,control,expt2,135.0,droplet_count
ptenb,control,expt2,79.5,droplet_count
ptenb,control,expt2,98.0,droplet_count
ptenb,control,expt2,105.0,droplet_count
ptenb,mutant,expt1,103.5,droplet_count
ptenb,mutant,expt1,72.0,droplet_count
ptenb,mutant,expt1,28.5,droplet_count
ptenb,mutant,expt1,9.0,droplet_count
ptenb,mutant,expt1,1.5,droplet_count
ptenb,mutant,expt1,45.5,droplet_count
ptenb,mutant,expt1,87.5,droplet_count
ptenb,mutant,expt1,136.0,droplet_count
ptenb,mutant,expt1,53.5,droplet_count
ptenb,mutant,expt1,51.0,droplet_count
ptenb,mutant,expt1,50.5,droplet_count
ptenb,mutant,expt1,116.5,droplet_count
ptenb,mutant,expt1,127.5,droplet_count
ptenb,mutant,expt1,83.0,droplet_count
ptenb,mutant,expt2,87.5,droplet_count
ptenb,mutant,expt2,106.5,droplet_count
ptenb,mutant,expt2,25.5,droplet_count
ptenb,mutant,expt2,189.0,droplet_count
ptenb,mutant,expt2,128.5,droplet_count
ptenb,mutant,expt2,69.5,droplet_count
ptenb,mutant,expt2,104.0,droplet_count
ptenb,mutant,expt2,99.5,droplet_count
ptenb,mutant,expt2,104.0,droplet_count
ptenb,mutant,expt2,107.5,droplet_count
ptenb,mutant,expt2,126.0,droplet_count
ptprdb,control,expt1,11.0,droplet_count
ptprdb,control,expt1,5.5,droplet_count
ptprdb,control,expt1,27.0,droplet_count
ptprdb,control,expt1,70.5,droplet_count
ptprdb,control,expt1,70.5,droplet_count
ptprdb,control,expt1,66.0,droplet_count
ptprdb,control,expt1,30.5,droplet_count
ptprdb,control,expt1,48.5,droplet_count
ptprdb,control,expt1,73.0,droplet_count
ptprdb,control,expt1,40.5,droplet_count
ptprdb,control,expt1,6.5,droplet_count
ptprdb,control,expt1,65.5,droplet_count
ptprdb,control,expt1,12.5,droplet_count
ptprdb,control,expt1,6.5,droplet_count
