gene,genotype,experiment,value,measure
pid1,mutant,2.0,434.53656901194853,norm_adiposity
pid1,mutant,2.0,248.1545317945407,norm_adiposity
pid1,mutant,2.0,272.4045949242715,norm_adiposity
pid1,mutant,2.0,258.5804159570828,norm_adiposity
pid1,mutant,2.0,303.06736938397444,norm_adiposity
pid1,mutant,2.0,254.47796063247768,norm_adiposity
pid1,mutant,2.0,190.1698383236022,norm_adiposity
pid1,mutant,2.0,197.43863786647222,norm_adiposity
pid1,mutant,2.0,42.168445150584944,norm_adiposity
cxcl14,control,2.0,306.66695914036353,norm_adiposity
cxcl14,control,2.0,306.66695914036353,norm_adiposity
cxcl14,control,2.0,427.22635056460524,norm_adiposity
cxcl14,control,2.0,397.2815894291526,norm_adiposity
cxcl14,control,2.0,297.5617126072994,norm_adiposity
cxcl14,control,2.0,434.81945923855267,norm_adiposity
cxcl14,control,2.0,587.4421951867788,norm_adiposity
cxcl14,control,2.0,367.94393599348314,norm_adiposity
cxcl14,control,2.0,314.4787712360269,norm_adiposity
cxcl14,control,2.0,520.9355946664595,norm_adiposity
cxcl14,control,2.0,151.15154955905126,norm_adiposity
cxcl14,control,2.0,259.0113983729061,norm_adiposity
cxcl14,control,2.0,125.22183658425583,norm_adiposity
cxcl14,control,2.0,217.14576170662025,norm_adiposity
cxcl14,mutant,2.0,170.32016389397322,norm_adiposity
cxcl14,mutant,2.0,223.32208169235537,norm_adiposity
cxcl14,mutant,2.0,221.7470841642955,norm_adiposity
cxcl14,mutant,2.0,283.2935903315275,norm_adiposity
cxcl14,mutant,2.0,138.14798669435373,norm_adiposity
cxcl14,mutant,2.0,73.37373026264137,norm_adiposity
cxcl14,mutant,2.0,529.6595129616292,norm_adiposity
cxcl14,mutant,2.0,178.95599588376416,norm_adiposity
cxcl14,mutant,2.0,419.26233268918935,norm_adiposity
cxcl14,mutant,2.0,291.9092931445193,norm_adiposity
cxcl14,mutant,2.0,347.5663766856769,norm_adiposity
cxcl14,mutant,2.0,268.55650186553925,norm_adiposity
cxcl14,mutant,2.0,383.84066649975955,norm_adiposity
cxcl14,mutant,2.0,337.75244436406507,norm_adiposity
lrmda,control,2.0,306.66695914036353,norm_adiposity
lrmda,control,2.0,306.66695914036353,norm_adiposity
lrmda,control,2.0,427.22635056460524,norm_adiposity
lrmda,control,2.0,397.2815894291526,norm_adiposity
lrmda,control,2.0,297.5617126072994,norm_adiposity
lrmda,control,2.0,434.81945923855267,norm_adiposity
lrmda,control,2.0,587.4421951867788,norm_adiposity
lrmda,control,2.0,367.94393599348314,norm_adiposity
lrmda,control,2.0,314.4787712360269,norm_adiposity
lrmda,control,2.0,520.9355946664595,norm_adiposity
lrmda,control,2.0,151.15154955905126,norm_adiposity
lrmda,control,2.0,259.0113983729061,norm_adiposity
lrmda,control,2.0,125.22183658425583,norm_adiposity
lrmda,control,2.0,217.14576170662025,norm_adiposity
lrmda,mutant,2.0,714.0537153481656,norm_adiposity
lrmda,mutant,2.0,423.74157549893295,norm_adiposity
lrmda,mutant,2.0,404.2151716056423,norm_adiposity
lrmda,mutant,2.0,514.3642151422991,norm_adiposity
lrmda,mutant,2.0,528.0161919289387,norm_adiposity
lrmda,mutant,2.0,388.0349890150239,norm_adiposity
lrmda,mutant,2.0,304.89974653764756,norm_adiposity
lrmda,mutant,2.0,255.9187708851276,norm_adiposity
lrmda,mutant,2.0,232.79737584516616,norm_adiposity
lrmda,mutant,2.0,146.927006334332,norm_adiposity
lrmda,mutant,2.0,104.67139037107755,norm_adiposity
lrmda,mutant,2.0,149.48967355735064,norm_adiposity
lrmda,mutant,2.0,206.626792794225,norm_adiposity
tmem115,control,2.0,306.66695914036353,norm_adiposity
tmem115,control,2.0,306.66695914036353,norm_adiposity
tmem115,control,2.0,427.22635056460524,norm_adiposity
tmem115,control,2.0,397.2815894291526,norm_adiposity
tmem115,control,2.0,297.5617126072994,norm_adiposity
tmem115,control,2.0,434.81945923855267,norm_adiposity
tmem115,control,2.0,587.4421951867788,norm_adiposity
tmem115,control,2.0,367.94393599348314,norm_adiposity
tmem115,control,2.0,314.4787712360269,norm_adiposity
tmem115,control,2.0,520.9355946664595,norm_adiposity
tmem115,control,2.0,151.15154955905126,norm_adiposity
tmem115,control,2.0,259.0113983729061,norm_adiposity
tmem115,control,2.0,125.22183658425583,norm_adiposity
tmem115,control,2.0,217.14576170662025,norm_adiposity
tmem115,mutant,2.0,464.7366431209121,norm_adiposity
tmem115,mutant,2.0,468.8357949157861,norm_adiposity
tmem115,mutant,2.0,489.9543614208629,norm_adiposity
tmem115,mutant,2.0,553.9534856115075,norm_adiposity
tmem115,mutant,2.0,424.93580279165155,norm_adiposity
tmem115,mutant,2.0,377.83818282370675,norm_adiposity
tmem115,mutant,2.0,397.9214661009489,norm_adiposity
tmem115,mutant,2.0,392.7680397179275,norm_adiposity
tmem115,mutant,2.0,224.26885015627957,norm_adiposity
tmem115,mutant,2.0,238.26076803929183,norm_adiposity
tmem115,mutant,2.0,296.3318843953154,norm_adiposity
tmem115,mutant,2.0,269.7447637874135,norm_adiposity
tmem115,mutant,2.0,221.03087235371532,norm_adiposity
tmem115,mutant,2.0,335.6020058928764,norm_adiposity
runx1t1,control,1.0,90.29084234016852,norm_adiposity
runx1t1,control,1.0,94.08034543404307,norm_adiposity
runx1t1,control,1.0,132.80183530144018,norm_adiposity
runx1t1,control,1.0,253.31030524204522,norm_adiposity
runx1t1,control,1.0,212.65145233540147,norm_adiposity
runx1t1,control,1.0,233.52673859672856,norm_adiposity
runx1t1,control,1.0,157.4051158931449,norm_adiposity
runx1t1,control,1.0,267.8559643873786,norm_adiposity
runx1t1,control,1.0,116.02847793680202,norm_adiposity
runx1t1,control,1.0,246.21811083971912,norm_adiposity
runx1t1,control,1.0,321.06925145732623,norm_adiposity
runx1t1,control,1.0,492.0012262221902,norm_adiposity
runx1t1,control,1.0,243.59766032610423,norm_adiposity
runx1t1,control,1.0,360.567598775005,norm_adiposity
runx1t1,mutant,1.0,116.26000020601805,norm_adiposity
runx1t1,mutant,1.0,64.92225785903909,norm_adiposity
runx1t1,mutant,1.0,96.75216031661559,norm_adiposity
runx1t1,mutant,1.0,202.00448269069005,norm_adiposity
runx1t1,mutant,1.0,396.8915823524248,norm_adiposity
runx1t1,mutant,1.0,340.8305043843809,norm_adiposity
runx1t1,mutant,1.0,359.8221205568661,norm_adiposity
runx1t1,mutant,1.0,391.43544272815035,norm_adiposity
runx1t1,mutant,1.0,341.9044566234829,norm_adiposity
runx1t1,mutant,1.0,853.7689737637238,norm_adiposity
cacnb4a,control,1.0,90.29084234016852,norm_adiposity
cacnb4a,control,1.0,94.08034543404307,norm_adiposity
cacnb4a,control,1.0,132.80183530144018,norm_adiposity
cacnb4a,control,1.0,253.31030524204522,norm_adiposity
cacnb4a,control,1.0,212.65145233540147,norm_adiposity
cacnb4a,control,1.0,233.52673859672856,norm_adiposity
cacnb4a,control,1.0,157.4051158931449,norm_adiposity
cacnb4a,control,1.0,267.8559643873786,norm_adiposity
cacnb4a,control,1.0,116.02847793680202,norm_adiposity
cacnb4a,control,1.0,246.21811083971912,norm_adiposity
cacnb4a,control,1.0,321.06925145732623,norm_adiposity
cacnb4a,control,1.0,492.0012262221902,norm_adiposity
cacnb4a,control,1.0,243.59766032610423,norm_adiposity
cacnb4a,control,1.0,360.567598775005,norm_adiposity
cacnb4a,mutant,1.0,110.67273410365671,norm_adiposity
cacnb4a,mutant,1.0,180.52601412386255,norm_adiposity
cacnb4a,mutant,1.0,125.36722981246527,norm_adiposity
cacnb4a,mutant,1.0,156.1745558693613,norm_adiposity
cacnb4a,mutant,1.0,413.4187391161799,norm_adiposity
cacnb4a,mutant,1.0,298.6569421981874,norm_adiposity
cacnb4a,mutant,1.0,144.04804503010254,norm_adiposity
cacnb4a,mutant,1.0,285.81248349003647,norm_adiposity
cacnb4a,mutant,1.0,123.55665079189296,norm_adiposity
cacnb4a,mutant,1.0,90.98740809007174,norm_adiposity
cacnb4a,mutant,1.0,309.1048572614518,norm_adiposity
cacnb4a,mutant,1.0,436.14286660399307,norm_adiposity
cacnb4a,mutant,1.0,368.2042685646469,norm_adiposity
cacnb4a,mutant,1.0,390.0183034288697,norm_adiposity
sdk1a,control,1.0,90.29084234016852,norm_adiposity
sdk1a,control,1.0,94.08034543404307,norm_adiposity
sdk1a,control,1.0,132.80183530144018,norm_adiposity
sdk1a,control,1.0,253.31030524204522,norm_adiposity
sdk1a,control,1.0,212.65145233540147,norm_adiposity
sdk1a,control,1.0,233.52673859672856,norm_adiposity
sdk1a,control,1.0,157.4051158931449,norm_adiposity
sdk1a,control,1.0,267.8559643873786,norm_adiposity
sdk1a,control,1.0,116.02847793680202,norm_adiposity
sdk1a,control,1.0,246.21811083971912,norm_adiposity
sdk1a,control,1.0,321.06925145732623,norm_adiposity
sdk1a,control,1.0,492.0012262221902,norm_adiposity
sdk1a,control,1.0,243.59766032610423,norm_adiposity
sdk1a,control,1.0,360.567598775005,norm_adiposity
sdk1a,mutant,1.0,127.3531559000983,norm_adiposity
sdk1a,mutant,1.0,255.89878351991172,norm_adiposity
sdk1a,mutant,1.0,321.1575866223902,norm_adiposity
sdk1a,mutant,1.0,248.12022114916604,norm_adiposity
sdk1a,mutant,1.0,197.96196965228035,norm_adiposity
sdk1a,mutant,1.0,173.01740762103742,norm_adiposity
sdk1a,mutant,1.0,297.2091984503005,norm_adiposity
sdk1a,mutant,1.0,186.62619516901836,norm_adiposity
sdk1a,mutant,1.0,166.53615729384447,norm_adiposity
sdk1a,mutant,1.0,454.6533522278279,norm_adiposity
sdk1a,mutant,1.0,409.1796823619002,norm_adiposity
sdk1a,mutant,1.0,293.82129424078363,norm_adiposity
runx1t1,control,2.0,0.0,norm_adiposity
runx1t1,control,2.0,201.1817399511006,norm_adiposity
runx1t1,control,2.0,74.98262632869712,norm_adiposity
runx1t1,control,2.0,161.55523474651352,norm_adiposity
runx1t1,control,2.0,110.87545112441586,norm_adiposity
runx1t1,control,2.0,182.77622474867835,norm_adiposity
runx1t1,control,2.0,35.25499553680268,norm_adiposity
runx1t1,control,2.0,192.36183500088094,norm_adiposity
runx1t1,control,2.0,148.86992947296724,norm_adiposity
runx1t1,control,2.0,122.8999456059094,norm_adiposity
runx1t1,control,2.0,227.53929242696807,norm_adiposity
runx1t1,control,2.0,204.77203818870282,norm_adiposity
runx1t1,control,2.0,323.6019742736698,norm_adiposity
runx1t1,control,2.0,391.96004992643844,norm_adiposity
runx1t1,control,2.0,321.28163037077337,norm_adiposity
runx1t1,control,2.0,476.2529383587907,norm_adiposity
runx1t1,control,2.0,415.6908112982474,norm_adiposity
runx1t1,control,2.0,348.26859330787,norm_adiposity
runx1t1,mutant,2.0,0.0,norm_adiposity
runx1t1,mutant,2.0,38.64573940976489,norm_adiposity
runx1t1,mutant,2.0,32.94663879331446,norm_adiposity
runx1t1,mutant,2.0,192.8979766303781,norm_adiposity
runx1t1,mutant,2.0,135.83089639731537,norm_adiposity
runx1t1,mutant,2.0,170.1206630874909,norm_adiposity
runx1t1,mutant,2.0,232.13361158563086,norm_adiposity
runx1t1,mutant,2.0,195.13183658470254,norm_adiposity
runx1t1,mutant,2.0,305.41347048421164,norm_adiposity
runx1t1,mutant,2.0,223.76014388857456,norm_adiposity
runx1t1,mutant,2.0,121.09772692437649,norm_adiposity
runx1t1,mutant,2.0,276.63490513934147,norm_adiposity
runx1t1,mutant,2.0,506.76573402889437,norm_adiposity
runx1t1,mutant,2.0,459.15144373602834,norm_adiposity
cacnb4a,control,2.0,0.0,norm_adiposity
cacnb4a,control,2.0,201.1817399511006,norm_adiposity
cacnb4a,control,2.0,74.98262632869712,norm_adiposity
cacnb4a,control,2.0,161.55523474651352,norm_adiposity
cacnb4a,control,2.0,110.87545112441586,norm_adiposity
cacnb4a,control,2.0,182.77622474867835,norm_adiposity
cacnb4a,control,2.0,35.25499553680268,norm_adiposity
cacnb4a,control,2.0,192.36183500088094,norm_adiposity
cacnb4a,control,2.0,148.86992947296724,norm_adiposity
cacnb4a,control,2.0,122.8999456059094,norm_adiposity
cacnb4a,control,2.0,227.53929242696807,norm_adiposity
cacnb4a,control,2.0,204.77203818870282,norm_adiposity
cacnb4a,control,2.0,323.6019742736698,norm_adiposity
cacnb4a,control,2.0,391.96004992643844,norm_adiposity
cacnb4a,control,2.0,321.28163037077337,norm_adiposity
cacnb4a,control,2.0,476.2529383587907,norm_adiposity
cacnb4a,control,2.0,415.6908112982474,norm_adiposity
cacnb4a,control,2.0,348.26859330787,norm_adiposity
cacnb4a,mutant,2.0,173.96373710943035,norm_adiposity
cacnb4a,mutant,2.0,79.34598064390298,norm_adiposity
cacnb4a,mutant,2.0,95.36251911894531,norm_adiposity
cacnb4a,mutant,2.0,84.84614779034904,norm_adiposity
cacnb4a,mutant,2.0,122.05278594212527,norm_adiposity
cacnb4a,mutant,2.0,15.943141691330052,norm_adiposity
cacnb4a,mutant,2.0,242.61624906111047,norm_adiposity
cacnb4a,mutant,2.0,253.795063591915,norm_adiposity
cacnb4a,mutant,2.0,210.76252318886014,norm_adiposity
cacnb4a,mutant,2.0,215.60043900059546,norm_adiposity
cacnb4a,mutant,2.0,202.89543529154528,norm_adiposity
cacnb4a,mutant,2.0,470.3925998040773,norm_adiposity
cacnb4a,mutant,2.0,350.56887202038035,norm_adiposity
cacnb4a,mutant,2.0,339.45121329740266,norm_adiposity
cacnb4a,mutant,2.0,382.4003704786943,norm_adiposity
sdk1a,control,2.0,0.0,norm_adiposity
sdk1a,control,2.0,201.1817399511006,norm_adiposity
sdk1a,control,2.0,74.98262632869712,norm_adiposity
sdk1a,control,2.0,161.55523474651352,norm_adiposity
sdk1a,control,2.0,110.87545112441586,norm_adiposity
sdk1a,control,2.0,182.77622474867835,norm_adiposity
sdk1a,control,2.0,35.25499553680268,norm_adiposity
sdk1a,control,2.0,192.36183500088094,norm_adiposity
sdk1a,control,2.0,148.86992947296724,norm_adiposity
sdk1a,control,2.0,122.8999456059094,norm_adiposity
sdk1a,control,2.0,227.53929242696807,norm_adiposity
sdk1a,control,2.0,204.77203818870282,norm_adiposity
sdk1a,control,2.0,323.6019742736698,norm_adiposity
sdk1a,control,2.0,391.96004992643844,norm_adiposity
sdk1a,control,2.0,321.28163037077337,norm_adiposity
sdk1a,control,2.0,476.2529383587907,norm_adiposity
sdk1a,control,2.0,415.6908112982474,norm_adiposity
sdk1a,control,2.0,348.26859330787,norm_adiposity
sdk1a,mutant,2.0,113.00114165524079,norm_adiposity
sdk1a,mutant,2.0,96.991270589166,norm_adiposity
sdk1a,mutant,2.0,175.00697549531304,norm_adiposity
sdk1a,mutant,2.0,272.6711296012525,norm_adiposity
sdk1a,mutant,2.0,294.79902532591876,norm_adiposity
sdk1a,mutant,2.0,233.15802791556905,norm_adiposity
sdk1a,mutant,2.0,428.7704703514376,norm_adiposity
sdk1a,mutant,2.0,344.20677200669235,norm_adiposity
sdk1a,mutant,2.0,310.19033965975484,norm_adiposity
sdk1a,mutant,2.0,267.75276964881266,norm_adiposity
sdk1a,mutant,2.0,312.2168105889592,norm_adiposity
sdk1a,mutant,2.0,412.0234005933384,norm_adiposity
sdk1a,mutant,2.0,364.35914783505007,norm_adiposity
ptprga,control,1.0,216.80308068010072,norm_adiposity
ptprga,control,1.0,191.80689244063842,norm_adiposity
ptprga,control,1.0,162.35986589982105,norm_adiposity
ptprga,control,1.0,164.52525736975562,norm_adiposity
ptprga,control,1.0,241.42011929012446,norm_adiposity
ptprga,control,1.0,197.94932712774803,norm_adiposity
ptprga,control,1.0,442.008838403911,norm_adiposity
ptprga,control,1.0,145.48197563529305,norm_adiposity
ptprga,control,1.0,132.2837264570544,norm_adiposity
ptprga,control,1.0,231.033396408334,norm_adiposity
ptprga,control,1.0,240.49655457371605,norm_adiposity
ptprga,control,1.0,266.2031148747989,norm_adiposity
ptprga,control,1.0,401.3821729109959,norm_adiposity
ptprga,control,1.0,183.97503658323106,norm_adiposity
ptprga,control,1.0,443.40290399192327,norm_adiposity
ptprga,control,1.0,310.5801973492852,norm_adiposity
ptprga,control,1.0,465.6060021595767,norm_adiposity
ptprga,control,1.0,270.1019232102587,norm_adiposity
ptprga,control,1.0,470.3242345448679,norm_adiposity
ptprga,control,1.0,479.76479309259776,norm_adiposity
ptprga,control,1.0,579.5062650609183,norm_adiposity
ptprga,control,1.0,436.20740084424216,norm_adiposity
ptprga,control,1.0,669.8659662186353,norm_adiposity
ptprga,control,1.0,234.74831720567389,norm_adiposity
ptprga,control,1.0,1070.2031408744595,norm_adiposity
ptprga,control,1.0,355.98847977771493,norm_adiposity
ptprga,control,1.0,505.52710018654005,norm_adiposity
ptprga,control,1.0,369.3502100193373,norm_adiposity
ptprga,control,1.0,498.79068420945583,norm_adiposity
ptprga,mutant,1.0,180.14283900843887,norm_adiposity
ptprga,mutant,1.0,249.5286823406563,norm_adiposity
ptprga,mutant,1.0,182.17132835271008,norm_adiposity
ptprga,mutant,1.0,203.47048325371006,norm_adiposity
ptprga,mutant,1.0,311.9218593488343,norm_adiposity
ptprga,mutant,1.0,250.60215669448186,norm_adiposity
ptprga,mutant,1.0,249.4323616863624,norm_adiposity
ptprga,mutant,1.0,197.0381470766764,norm_adiposity
ptprga,mutant,1.0,316.1821734987205,norm_adiposity
ptprga,mutant,1.0,304.27897355198445,norm_adiposity
ptprga,mutant,1.0,410.37084036843095,norm_adiposity
ptprga,mutant,1.0,432.74397472363347,norm_adiposity
ptprga,mutant,1.0,750.0671071136522,norm_adiposity
ptprga,mutant,1.0,457.78145701111583,norm_adiposity
ptprga,mutant,1.0,435.85547419158246,norm_adiposity
ptprga,mutant,1.0,317.40218233988776,norm_adiposity
ptprga,mutant,1.0,339.4837363662316,norm_adiposity
ptprga,mutant,1.0,321.62842703627354,norm_adiposity
ptprdb,control,1.0,216.80308068010072,norm_adiposity
ptprdb,control,1.0,191.80689244063842,norm_adiposity
ptprdb,control,1.0,162.35986589982105,norm_adiposity
ptprdb,control,1.0,164.52525736975562,norm_adiposity
ptprdb,control,1.0,241.42011929012446,norm_adiposity
ptprdb,control,1.0,197.94932712774803,norm_adiposity
ptprdb,control,1.0,442.008838403911,norm_adiposity
ptprdb,control,1.0,145.48197563529305,norm_adiposity
ptprdb,control,1.0,132.2837264570544,norm_adiposity
ptprdb,control,1.0,231.033396408334,norm_adiposity
ptprdb,control,1.0,240.49655457371605,norm_adiposity
ptprdb,control,1.0,266.2031148747989,norm_adiposity
ptprdb,control,1.0,401.3821729109959,norm_adiposity
ptprdb,control,1.0,183.97503658323106,norm_adiposity
ptprdb,control,1.0,443.40290399192327,norm_adiposity
ptprdb,control,1.0,310.5801973492852,norm_adiposity
ptprdb,control,1.0,465.6060021595767,norm_adiposity
ptprdb,control,1.0,270.1019232102587,norm_adiposity
ptprdb,control,1.0,470.3242345448679,norm_adiposity
ptprdb,control,1.0,479.76479309259776,norm_adiposity
ptprdb,control,1.0,579.5062650609183,norm_adiposity
ptprdb,control,1.0,436.20740084424216,norm_adiposity
ptprdb,control,1.0,669.8659662186353,norm_adiposity
ptprdb,control,1.0,234.74831720567389,norm_adiposity
ptprdb,control,1.0,1070.2031408744595,norm_adiposity
ptprdb,control,1.0,355.98847977771493,norm_adiposity
ptprdb,control,1.0,505.52710018654005,norm_adiposity
ptprdb,control,1.0,369.3502100193373,norm_adiposity
ptprdb,control,1.0,498.79068420945583,norm_adiposity
ptprdb,mutant,1.0,188.76033067274753,norm_adiposity
ptprdb,mutant,1.0,332.54056678112545,norm_adiposity
ptprdb,mutant,1.0,221.75608881005587,norm_adiposity
ptprdb,mutant,1.0,154.59385424552227,norm_adiposity
ptprdb,mutant,1.0,170.9605157004754,norm_adiposity
ptprdb,mutant,1.0,457.9393251806935,norm_adiposity
ptprdb,mutant,1.0,245.44628834032588,norm_adiposity
ptprdb,mutant,1.0,418.9329974998124,norm_adiposity
ptprdb,mutant,1.0,379.74362652032363,norm_adiposity
ptprdb,mutant,1.0,366.31246807435537,norm_adiposity
ptprdb,mutant,1.0,316.8961964166486,norm_adiposity
ptprdb,mutant,1.0,600.5729698024493,norm_adiposity
ptprdb,mutant,1.0,581.660515629242,norm_adiposity
ptprga,control,2.0,127.975638314439,norm_adiposity
ptprga,control,2.0,74.5755887975491,norm_adiposity
ptprga,control,2.0,137.11086758232796,norm_adiposity
ptprga,control,2.0,214.89281489375682,norm_adiposity
ptprga,control,2.0,257.14517670507774,norm_adiposity
